Speech,Label
"ভাতটা ভালো ছিলো কিন্তু কোয়ান্টিটি কম। আর বার্গারটা একদম বাজে ছিলো। চিকেন স্পেশিয়াল বার্গার (পপুলার) এই খাবার যদি এমন হয়?? পেকিং সিস্টেমও ভালো করা প্রয়োজন, ভাত অনেকটা পলিথিনে পরে গিয়েছে।",0
ঠান্ডা নাচোস দিয়েছে,0
ঝালটা কম হলে ভালো হতো,1
ভাঙ্গা ডিম দেয়াটা প্রতারণা,0
"ভাল খাবার কিন্তু,রাইস এর পরিমানে অনেক কম।",1
"খাবার অর্ডার করা হয়েছে একটা, এসেছে অন্যে একটা, খুবই দুঃখজনক ব্যাপার এইটা!!",0
পরিমাণ কম দিছে অনেক। স্বাদও কেমন জানি কমে গেছে।,0
দামে কম মানে ভালো Love Bird রেস্টুরেন্ট।,1
খাবার ভালো চিলো কিন্তু টাকা অনুযায়ী খাবার কম দিয়েছ?,1
ভালো। তবে অর্ডার বেশি পেয়ে আকাশে উঠতেছে। তাই মান কমতেছে।,1
লাভ বার্ড এর চিকেন চাওমিনটা খুব ভালো লাগে। তবে তেল একটু কম দিলে আরো ভালো হতো।,1
খাবারের মান আগের চেয়ে খারাপ! মনে হয় ধনিয়া পাতা দিয়ে চিকেন খিচুড়ি রান্না করা হয়েছে! ধনিয়াটা সামান্য দেওয়া যেতে পারে যা পরে মানুষ তার পছন্দ মতো খাবে। ধনিয়া নিয়ে খুবি বাজে অভিজ্ঞতা! আর তেলটা খুব বেশি ব্যাবহার করা হয়।,0
খাবার সব একদম ঠান্ডা ছিল।,0
"লইট্টা ফ্রাইটা একেবারেই কাঁচা ছিল আবার ভাজতে হয়েছে। মাংস, ডাল কোনটাই রান্না ভাল ছিলনা, ডালের জিরার জন্য রীতিমত তিতা লাগছিল। সব মিলে একদমই ভালনা..",0
"ভাইজান, দুইটি ফিস ভর্তার একটি আপনারা রেখে দিলেন? খুব কষ্ট পাইলাম।",0
অডার করলাম ভুনা খিচুড়ি পেলাম মসলা মেশানো ভাত,0
একদম ফ্রেশ। আলহামদুলিল্লাহ্।,1
"খুব ভালো ছিলো খাবার,পরিমান টা আরেকটু বাড়ালে,আরো ভালো হবে",1
"রিভিউ দেখে order করেছিলাম,সত্যিই খাবারগুলো খুবই ভালো ছিলো!পুরোই বিয়ে বাড়ির খাবারের মতো মনে হয়েছে!! ভাত,মাংস আর ডিম ঠিকঠাকই ছিলো তবে মাংসের সাথে ঝোল আরেকটু বাড়িয়ে দেওয়া উচিত ছিলো,ধন্যবাদ।",1
সেই......... রকম মজা.....! আলহামদুলিল্লাহ,1
গতকালের খাবার ভালোই লাগছিলো। তাই আজ আবার অর্ডার করি। কিন্তু গতকালের তুলনায় আজ ভালো লাগে নাই। মাংসের পিস গুলো ছোট ছোট হয়ে গেছে...,1
